age,income,loan_amount,credit_history_years,existing_loans,employment_years,debt_to_income,default
41,46333.31,24018.57,11,1,16,0.518,0
54,75077.34,14556.73,5,3,15,0.194,0
24,34091.24,13848.64,2,4,0,0.406,1
45,75883.71,7500.83,9,3,8,0.099,0
35,44959.23,8377.12,8,0,8,0.186,0
24,65119.92,25542.11,19,2,27,0.392,0
32,51735.28,17151.71,4,4,26,0.332,1
52,94663.88,18114.42,2,1,9,0.191,0
52,32252.15,27805.18,4,2,18,0.862,1
48,38534.35,4459.29,7,4,14,0.116,0
33,19877.49,20370.05,7,2,15,1.025,1
51,28064.86,2296.87,13,3,10,0.082,0
34,64262.56,11498.78,23,1,26,0.179,0
40,82003.27,5839.3,21,1,23,0.071,0
38,66529.62,21868.72,16,0,24,0.329,0
49,49892.17,1000.0,10,3,16,0.02,0
26,32127.71,13159.32,15,0,27,0.41,0
52,67968.37,5729.84,5,0,29,0.084,0
49,31027.96,8161.53,10,3,18,0.263,0
63,23020.97,9394.31,9,4,12,0.408,0
22,43830.61,25552.84,22,0,5,0.583,1
43,10000.0,12318.16,8,2,14,1.232,1
39,22372.3,28818.61,23,4,15,1.288,1
51,87719.81,30492.69,23,3,3,0.348,1
25,18663.83,31909.47,14,1,7,1.71,1
39,26237.03,14529.86,6,4,24,0.554,1
54,51436.66,16682.86,17,0,6,0.324,0
30,52478.08,18023.65,0,2,26,0.343,0
45,45307.51,12060.1,14,3,16,0.266,0
22,10000.0,18394.96,1,1,15,1.839,1
31,66969.79,7518.43,21,2,29,0.112,0
51,41138.93,1000.0,1,1,1,0.024,0
35,74408.99,20713.08,9,3,16,0.278,0
29,37103.65,12201.81,19,4,24,0.329,0
43,69649.89,7186.47,14,0,3,0.103,0
39,75921.67,8198.19,9,3,25,0.108,0
29,40661.15,27120.97,18,2,13,0.667,1
55,67609.0,18712.9,21,4,7,0.277,0
41,23429.11,2821.54,12,1,4,0.12,0
29,55273.79,5504.11,23,4,4,0.1,0
48,74444.55,12664.96,10,4,4,0.17,0
27,60369.86,18811.27,21,2,26,0.312,0
36,98124.48,8643.43,1,0,4,0.088,0
36,61487.16,13616.43,20,4,2,0.221,0
53,42694.57,15916.41,12,4,5,0.373,0
24,106817.73,16082.15,21,0,29,0.151,0
24,82674.02,1000.0,24,0,0,0.012,0
59,17941.85,16773.13,21,1,7,0.935,1
60,34316.73,1137.12,20,1,12,0.033,0
37,29236.84,12708.81,0,0,19,0.435,1
57,62912.59,10988.68,4,3,5,0.175,0
59,61423.16,6370.14,20,0,17,0.104,0
49,61269.04,21745.34,21,1,17,0.355,0
56,17401.81,6008.19,6,2,15,0.345,0
58,37238.17,10816.5,12,2,7,0.29,0
59,47014.29,22029.87,12,4,29,0.469,0
57,13561.59,10588.0,19,2,16,0.781,0
55,32563.44,8931.92,22,1,7,0.274,0
27,77128.67,12854.76,20,2,14,0.167,0
47,18918.48,19324.02,5,3,25,1.021,1
48,79105.21,26570.46,19,0,9,0.336,0
42,71822.98,7511.03,11,0,0,0.105,0
34,44185.26,8159.34,7,1,8,0.185,0
27,37022.54,12789.32,8,4,16,0.345,1
57,66636.55,16841.13,17,0,19,0.253,0
42,34245.2,8838.03,10,2,24,0.258,0
25,35240.04,20508.51,19,3,0,0.582,1
22,49522.63,7661.78,10,4,8,0.155,0
47,10000.0,1000.0,23,4,13,0.1,0
41,21000.49,19254.2,23,4,23,0.917,1
58,43686.78,20180.72,14,0,4,0.462,0
35,59513.92,23357.21,8,4,5,0.392,1
41,33968.52,1000.0,2,1,4,0.029,0
30,46047.79,9675.08,16,2,3,0.21,0
43,17730.81,12991.53,24,3,27,0.733,1
59,68649.68,29055.67,16,2,15,0.423,0
25,54401.65,13726.39,2,1,15,0.252,0
21,56170.92,4227.87,18,1,9,0.075,0
33,59765.01,17373.92,8,2,13,0.291,0
41,51562.55,25475.65,16,0,12,0.494,1
46,40324.54,23773.11,22,1,27,0.59,0
41,72593.09,19494.39,17,4,3,0.269,1
38,53137.62,17101.06,22,3,13,0.322,0
57,46685.61,1000.0,14,3,25,0.021,0
52,49826.91,15205.33,0,1,23,0.305,0
56,49400.7,16425.12,9,4,23,0.332,1
37,46484.69,13720.72,7,2,8,0.295,0
55,58922.13,20656.8,9,3,2,0.351,0
31,31282.8,13592.02,1,4,9,0.434,1
41,32744.18,12051.49,18,4,14,0.368,0
46,61185.27,23311.98,13,0,23,0.381,0
24,47095.21,11691.29,7,1,18,0.248,0
54,69427.86,15517.23,18,4,1,0.224,0
38,58177.58,22180.25,0,2,1,0.381,1
60,38947.44,6914.65,15,3,8,0.178,0
55,61501.93,6046.51,24,0,3,0.098,0
61,73943.82,25863.52,23,2,4,0.35,1
49,58939.59,10258.3,14,3,1,0.174,0
49,63311.7,20539.46,19,1,24,0.324,0
58,46564.58,1000.0,23,2,6,0.021,0
62,69860.8,1000.0,4,3,18,0.014,0
41,38386.19,17913.84,2,0,5,0.467,1
62,56770.86,13979.83,16,3,22,0.246,0
33,101390.12,17989.05,9,4,15,0.177,0
61,60777.62,29997.67,4,0,13,0.494,1
37,41585.78,5101.27,10,2,11,0.123,0
29,41534.16,15305.5,5,1,5,0.369,0
61,48573.17,26819.73,3,0,25,0.552,1
21,67024.92,6256.08,6,0,26,0.093,0
22,52915.55,10322.18,18,0,25,0.195,0
49,37029.44,1000.0,6,3,21,0.027,0
53,36994.06,32902.79,13,4,12,0.889,1
30,53040.99,1000.0,16,1,14,0.019,0
60,50847.9,21388.69,22,1,23,0.421,0
41,59099.52,4441.6,16,4,13,0.075,0
48,68349.8,6592.86,12,3,7,0.096,0
31,104547.19,23511.63,0,3,20,0.225,0
54,20759.33,9059.92,1,4,29,0.436,1
28,63737.24,20214.3,17,4,19,0.317,0
42,51966.15,26040.25,3,2,10,0.501,1
28,13108.48,16605.58,12,3,20,1.267,1
35,74990.61,22114.29,0,0,8,0.295,0
37,58423.46,15645.39,3,1,11,0.268,0
43,65996.13,16016.05,1,3,25,0.243,1
44,16011.62,9920.57,3,4,5,0.62,1
39,45591.66,30430.88,15,0,18,0.667,0
25,28416.06,20942.76,3,2,2,0.737,1
52,93262.02,19174.44,24,2,29,0.206,0
64,72891.01,21162.36,8,0,0,0.29,0
21,36380.64,9581.68,16,0,14,0.263,0
43,19267.22,22447.78,20,4,14,1.165,1
57,53881.1,27447.05,22,4,4,0.509,1
28,71848.44,3954.42,19,1,21,0.055,0
33,15298.93,19332.5,20,1,23,1.264,1
28,31364.51,15502.32,1,2,10,0.494,1
43,27888.31,10846.52,2,0,24,0.389,0
63,67338.92,6253.95,22,2,22,0.093,0
21,42603.42,23415.36,14,4,0,0.55,1
44,43441.27,16663.92,6,3,22,0.384,0
55,53493.09,13342.96,3,4,9,0.249,0
44,32434.38,19339.06,11,3,24,0.596,1
37,21126.27,13980.15,0,0,19,0.662,0
25,77393.7,9367.43,16,0,10,0.121,0
40,79249.71,16031.62,3,0,27,0.202,0
41,53591.65,14775.95,3,1,6,0.276,0
60,55043.11,1000.0,21,1,24,0.018,0
51,75220.28,9963.47,22,3,16,0.132,0
56,53133.07,4884.84,24,2,11,0.092,0
31,41618.44,1788.78,8,2,25,0.043,0
35,50786.78,18741.59,20,3,24,0.369,0
39,77863.37,9649.86,9,1,3,0.124,0
27,51066.43,23331.25,18,4,11,0.457,1
48,36612.35,1000.0,18,3,23,0.027,0
63,52940.04,12617.97,14,2,2,0.238,0
25,63124.46,10072.59,21,3,17,0.16,0
25,60725.07,2376.28,16,3,28,0.039,0
50,61056.48,15040.7,6,0,11,0.246,0
52,33466.45,3074.68,2,1,23,0.092,0
28,65402.07,16781.73,4,0,23,0.257,0
30,50569.32,20766.07,15,1,18,0.411,0
58,35764.18,17140.43,22,3,12,0.479,0
52,65243.03,18151.07,6,1,15,0.278,0
48,40927.22,23249.88,15,2,7,0.568,1
37,18514.05,14785.89,8,0,26,0.799,1
51,29987.95,8391.78,0,3,26,0.28,0
28,46367.26,10128.39,2,2,5,0.218,0
60,61566.05,10301.01,24,1,9,0.167,0
45,32718.6,6653.29,7,1,24,0.203,0
29,45186.75,21273.69,17,2,9,0.471,0
22,25667.86,19215.22,23,1,28,0.749,1
35,69640.66,1679.97,23,0,5,0.024,0
23,84346.62,8389.4,17,4,7,0.099,0
56,82185.65,6264.12,23,1,17,0.076,0
24,69299.59,17538.77,18,3,16,0.253,0
34,67250.2,23612.08,6,1,25,0.351,0
61,10000.0,18585.49,24,3,9,1.859,1
61,53543.46,9390.46,19,1,1,0.175,0
45,40078.15,12448.17,5,1,11,0.311,0
30,67609.33,3857.19,24,3,19,0.057,0
41,10000.0,4470.7,10,0,9,0.447,0
56,53859.35,21768.4,4,4,8,0.404,1
32,45711.12,26552.9,11,4,15,0.581,1
47,72368.6,9281.85,0,0,6,0.128,0
60,80959.74,15384.95,18,1,8,0.19,0
22,31423.08,20764.19,10,4,24,0.661,1
33,32325.79,1689.26,14,0,24,0.052,0
52,54609.93,6610.51,24,0,23,0.121,0
51,84675.25,30949.08,15,4,5,0.366,1
36,51202.89,7338.27,2,3,29,0.143,0
52,24416.77,12105.33,10,2,26,0.496,0
52,37882.63,10176.53,10,3,9,0.269,0
54,54053.28,1000.0,9,1,6,0.019,0
31,54804.05,15661.78,1,3,17,0.286,0
30,35918.25,14797.99,19,2,10,0.412,0
35,37484.19,16446.81,4,2,0,0.439,1
37,30368.64,14323.4,22,0,28,0.472,0
60,72823.42,11321.11,22,1,20,0.155,0
38,33304.5,10861.82,24,0,23,0.326,0
29,40704.12,10998.59,7,3,18,0.27,0
45,40134.94,7090.48,12,3,22,0.177,0
60,17880.86,8329.56,14,4,4,0.466,1
34,32731.69,7224.69,1,0,27,0.221,0
45,74562.75,19587.28,11,0,25,0.263,0
42,25814.24,17448.82,23,0,28,0.676,0
50,30727.15,15217.07,7,0,23,0.495,0
40,23349.08,30538.12,20,2,5,1.308,1
41,48187.77,7594.44,18,4,21,0.158,0
64,87709.53,23950.21,24,1,6,0.273,0
52,47346.12,12919.76,22,1,22,0.273,0
41,51335.24,16257.32,0,1,3,0.317,1
55,34091.06,20369.09,7,2,25,0.597,1
52,48767.64,11179.71,9,4,15,0.229,0
50,74581.01,6546.42,12,4,27,0.088,0
59,52858.19,7865.79,4,2,9,0.149,0
32,92635.4,1000.0,21,0,25,0.011,0
61,75189.59,19854.37,8,3,14,0.264,0
38,48273.67,19661.92,9,0,12,0.407,0
41,47884.24,27669.2,13,1,7,0.578,1
33,82618.46,18319.43,23,0,21,0.222,0
41,52746.51,20241.8,10,2,26,0.384,0
28,78178.43,14347.63,13,1,12,0.184,0
60,90058.15,18719.03,2,3,23,0.208,0
27,45915.61,23716.74,20,1,6,0.517,0
43,57039.11,16451.78,15,0,16,0.288,0
64,69600.08,10830.15,19,4,3,0.156,0
52,65350.0,13238.19,16,4,6,0.203,0
31,65209.81,21014.91,4,4,15,0.322,1
42,23330.52,11069.89,6,1,24,0.474,1
42,33031.67,22112.53,16,4,1,0.669,1
63,40094.66,30268.78,19,2,20,0.755,1
45,74288.42,22211.7,21,3,24,0.299,0
42,25292.5,20977.09,10,4,24,0.829,1
48,80464.53,17781.06,11,2,21,0.221,0
49,65596.68,8785.04,24,2,22,0.134,0
33,73084.6,8059.34,23,1,24,0.11,0
38,31409.34,7979.02,1,1,13,0.254,0
22,51446.05,19437.86,18,3,13,0.378,1
49,55978.86,11884.3,4,3,25,0.212,0
41,55099.34,14768.06,10,0,7,0.268,0
35,55913.15,18349.25,22,3,29,0.328,0
47,44469.47,8276.63,18,1,25,0.186,0
51,52704.14,10984.61,6,2,5,0.208,0
35,70671.28,17583.06,20,0,21,0.249,0
43,26669.75,12673.17,21,3,6,0.475,0
44,80941.0,13420.39,5,2,6,0.166,0
64,69637.98,6738.76,10,1,1,0.097,0
33,30695.96,13528.71,13,4,24,0.441,1
42,57676.72,28217.36,3,0,3,0.489,1
63,68029.98,11429.18,7,2,12,0.168,0
57,25294.13,5823.91,8,1,28,0.23,0
53,50839.57,22665.09,1,1,9,0.446,0
23,48429.69,19186.84,24,0,8,0.396,0
39,37088.39,16700.95,10,0,14,0.45,0
43,51847.14,4450.86,19,3,11,0.086,0
49,37994.27,5587.09,21,3,26,0.147,0
50,77486.14,2701.45,6,0,9,0.035,0
59,37467.11,18452.25,3,0,18,0.492,0
64,65839.58,23158.95,23,2,20,0.352,0
45,16892.27,18722.14,13,3,4,1.108,1
57,46763.8,30599.22,23,1,6,0.654,1
28,50246.22,11464.77,0,3,27,0.228,0
62,46114.18,12410.64,23,3,19,0.269,0
36,42073.63,15852.5,11,0,10,0.377,0
28,36649.7,13164.01,18,0,15,0.359,0
21,65090.82,18989.69,4,3,12,0.292,0
64,69989.16,9883.03,7,4,27,0.141,0
25,48356.78,3842.21,10,4,3,0.079,0
23,28067.25,1000.0,21,3,15,0.036,0
21,85878.99,18844.1,3,4,12,0.219,0
24,32404.05,10792.71,14,3,28,0.333,0
60,20811.55,5643.67,19,0,0,0.271,0
55,10000.0,10047.53,11,0,21,1.005,1
52,51989.04,30620.26,19,0,3,0.589,1
62,45651.67,6112.85,21,1,26,0.134,0
54,70619.13,20817.53,22,0,14,0.295,0
63,62221.69,18368.75,20,0,25,0.295,0
45,55804.02,25731.46,9,3,25,0.461,1
30,44572.66,14015.26,23,4,20,0.314,0
41,72199.55,2517.24,15,4,29,0.035,0
59,87347.8,22940.36,22,0,26,0.263,0
47,70179.58,13001.42,7,0,24,0.185,0
47,40729.37,25195.71,19,0,15,0.619,1
22,65631.31,21527.75,7,3,3,0.328,1
61,41958.21,22966.96,5,3,16,0.547,1
33,27898.65,33947.85,2,3,10,1.217,1
29,32019.22,17255.98,7,4,24,0.539,1
56,42836.43,26542.84,22,1,4,0.62,1
42,52079.19,11761.24,9,4,25,0.226,0
62,91211.62,19325.69,4,3,12,0.212,0
46,32366.21,10981.83,10,2,11,0.339,0
32,76469.77,18833.92,3,1,28,0.246,0
37,43654.81,17998.44,16,0,26,0.412,0
34,10000.0,1000.0,2,4,22,0.1,0
34,39885.48,10106.18,17,1,2,0.253,0
54,73533.94,16842.53,7,2,3,0.229,0
40,56893.39,1000.0,23,1,27,0.018,0
31,58089.02,14233.25,11,4,9,0.245,0
36,76570.08,23067.76,20,3,8,0.301,0
51,29273.27,25401.97,15,0,9,0.868,1
26,28964.99,8740.44,13,3,12,0.302,0
39,10000.0,25915.25,20,3,0,2.592,1
57,67541.64,24664.93,15,4,11,0.365,0
24,61249.68,1000.0,3,3,10,0.016,0
24,64479.33,15926.34,0,3,20,0.247,0
40,26339.78,16811.43,0,4,7,0.638,1
30,17915.02,27150.36,21,4,25,1.516,1
44,23607.63,17291.08,14,2,22,0.732,0
55,31548.55,26149.85,19,3,13,0.829,1
46,81079.18,8753.75,19,1,13,0.108,0
57,70002.53,2215.61,2,0,19,0.032,0
58,40835.59,9817.29,13,0,22,0.24,0
41,55985.04,27615.91,8,4,16,0.493,1
60,36432.76,22407.36,18,4,21,0.615,0
59,57285.6,33579.69,7,2,24,0.586,1
41,27238.09,3453.36,1,3,18,0.127,0
30,65005.03,23330.58,3,4,19,0.359,1
58,33005.93,21038.93,0,4,23,0.637,1
24,66118.3,12717.47,10,0,27,0.192,0
40,41451.54,21207.42,4,3,20,0.512,1
37,34198.48,16119.72,1,2,20,0.471,0
27,82259.93,18682.46,12,4,16,0.227,0
24,53538.92,20444.4,16,4,5,0.382,1
49,43556.37,22840.87,16,4,13,0.524,1
34,65163.57,15694.49,17,0,17,0.241,0
23,23200.18,29218.69,20,4,16,1.259,1
44,72137.27,13274.2,8,4,5,0.184,0
57,47211.11,30070.06,5,0,4,0.637,1
36,62015.75,5977.25,19,4,12,0.096,0
24,19042.53,7119.52,2,3,15,0.374,0
44,42351.48,7587.92,7,3,20,0.179,0
54,50091.6,22654.89,2,0,8,0.452,1
50,70605.98,8556.31,0,3,11,0.121,0
38,63608.22,26921.0,19,2,9,0.423,0
39,42150.46,10788.21,12,4,25,0.256,0
51,56358.96,18194.29,20,2,12,0.323,0
39,75131.38,20120.7,4,3,18,0.268,1
39,46000.23,6874.05,15,0,15,0.149,0
42,43822.7,3873.81,20,0,16,0.088,0
44,12205.91,17263.07,23,2,15,1.414,1
32,44418.55,12782.07,15,3,29,0.288,0
50,15207.46,18987.59,23,4,13,1.249,1
58,47713.31,4234.74,11,3,15,0.089,0
51,69762.7,12145.94,12,3,23,0.174,0
56,10000.0,13545.3,3,0,14,1.355,1
39,74684.18,1000.0,8,1,11,0.013,0
56,43395.54,22963.66,15,4,4,0.529,1
50,49456.7,8940.47,0,4,10,0.181,1
53,39951.6,26993.29,4,0,4,0.676,1
38,15735.26,9457.35,20,3,23,0.601,1
48,34340.22,10829.39,4,0,23,0.315,0
31,91948.2,5064.7,23,3,10,0.055,0
53,28079.09,24172.9,24,1,1,0.861,1
37,18229.15,18633.29,18,1,18,1.022,1
26,52825.82,26201.09,8,2,25,0.496,1
24,48284.47,13341.21,7,3,25,0.276,0
40,43533.4,14666.27,18,0,16,0.337,0
47,50288.96,1543.89,17,0,18,0.031,0
35,62884.05,10007.64,14,0,11,0.159,0
26,38256.73,16363.99,3,2,19,0.428,1
34,53888.2,18097.61,14,4,26,0.336,0
31,70477.49,29591.5,12,0,22,0.42,0
59,30094.23,1000.0,17,1,24,0.033,0
29,10000.0,16835.64,19,0,27,1.684,1
46,63416.17,11990.1,4,0,4,0.189,0
36,100059.25,15604.03,17,0,11,0.156,0
25,49852.91,15821.73,7,4,15,0.317,1
30,54038.64,13470.52,0,0,0,0.249,0
23,44083.83,5935.14,18,4,1,0.135,0
33,81761.22,4449.78,22,4,9,0.054,0
63,48444.86,12880.71,16,2,1,0.266,0
50,46268.72,3635.06,1,1,24,0.079,0
26,68217.28,14096.77,18,0,9,0.207,0
37,40314.54,12973.04,15,0,22,0.322,0
39,24306.13,1000.0,17,0,17,0.041,0
62,67646.01,30468.9,1,4,0,0.45,1
55,38169.06,15618.06,5,3,4,0.409,1
46,30490.8,1000.0,6,1,11,0.033,0
25,92000.96,16977.06,5,0,16,0.185,0
49,46428.06,13372.89,5,3,24,0.288,0
57,59884.52,4457.87,8,3,18,0.074,0
40,50590.56,17474.42,7,3,17,0.345,0
41,32273.61,7462.77,23,1,29,0.231,0
30,63788.67,16544.26,21,3,12,0.259,0
25,56291.58,9387.92,20,0,21,0.167,0
56,36812.4,7755.37,8,0,2,0.211,0
26,58663.81,14875.73,11,2,20,0.254,0
46,39713.8,2023.26,17,4,9,0.051,0
24,27910.09,14339.7,22,3,13,0.514,0
59,25886.65,20258.03,5,4,7,0.783,1
59,55401.17,25164.89,22,4,9,0.454,1
55,42345.38,23708.55,3,4,1,0.56,1
21,80034.08,25826.64,24,4,27,0.323,0
44,49140.84,11362.29,6,4,12,0.231,0
56,34295.93,6802.91,17,0,4,0.198,0
26,53156.35,21522.85,19,1,10,0.405,0
61,24114.65,10864.85,4,3,23,0.451,1
64,48317.38,15050.1,17,3,0,0.311,0
51,56383.34,20974.94,9,0,25,0.372,0
40,53913.45,31168.78,7,0,9,0.578,1
44,76056.0,19230.4,0,4,29,0.253,0
45,101950.34,16640.82,14,1,26,0.163,0
56,63427.95,6031.11,2,3,28,0.095,0
41,73575.93,24354.84,14,2,27,0.331,0
50,100869.25,18269.14,13,0,12,0.181,0
44,29875.48,12222.86,0,2,27,0.409,0
64,52612.55,11396.65,20,3,3,0.217,0
62,40440.07,11745.1,7,0,20,0.29,0
50,66853.15,15351.72,6,3,29,0.23,0
42,55432.38,3327.94,8,0,9,0.06,0
48,33631.35,24744.18,17,3,11,0.736,1
27,50218.96,23277.39,11,2,13,0.464,1
55,70938.45,13660.09,7,1,26,0.193,0
48,23925.51,11762.8,7,0,2,0.492,0
34,34053.11,14814.58,5,2,27,0.435,1
30,31054.5,16172.49,2,3,1,0.521,1
36,56527.93,12599.23,1,2,27,0.223,0
36,74810.32,22992.68,13,0,18,0.307,0
51,10000.0,3607.13,7,2,10,0.361,0
62,51887.97,9304.51,5,3,20,0.179,0
45,31515.59,21201.94,3,4,6,0.673,1
33,70108.06,17594.21,4,1,17,0.251,0
26,45260.63,9563.67,20,1,28,0.211,0
64,52613.48,18203.75,12,4,13,0.346,1
29,49973.26,8656.32,8,0,6,0.173,0
56,72484.38,12519.07,12,2,21,0.173,0
63,90972.63,23349.75,8,2,29,0.257,0
40,27306.69,22464.67,23,4,6,0.823,1
38,30948.88,17305.89,23,4,22,0.559,0
63,56429.96,6590.81,15,3,8,0.117,0
41,33671.95,11978.76,11,3,22,0.356,0
24,68671.68,15771.73,1,1,29,0.23,0
53,71882.35,26643.37,18,0,11,0.371,0
47,39068.47,1000.0,15,0,28,0.026,0
27,34729.25,8022.85,23,4,5,0.231,0
26,44504.42,24028.83,12,1,25,0.54,0
35,52080.36,25881.34,4,1,23,0.497,1
38,56296.74,14442.29,22,3,6,0.257,0
52,10000.0,27307.21,23,2,21,2.731,1
31,30650.89,9133.03,5,0,3,0.298,0
40,41918.01,2926.08,20,1,15,0.07,0
44,34060.21,21321.84,23,3,6,0.626,1
35,10000.0,25357.64,16,3,27,2.536,1
27,12232.55,25224.23,16,3,7,2.062,1
41,23892.83,8092.44,16,2,7,0.339,0
62,47694.32,16595.04,2,1,27,0.348,1
46,41275.96,21718.54,12,4,27,0.526,1
64,37368.62,17407.82,11,4,19,0.466,1
34,65930.3,26570.85,5,3,25,0.403,1
57,65922.67,11759.63,21,3,24,0.178,0
41,52998.37,14435.07,20,2,2,0.272,0
38,52402.41,16889.52,12,3,8,0.322,1
25,32866.79,21660.43,13,1,18,0.659,1
23,35260.15,13444.32,6,3,12,0.381,1
43,15847.01,22419.47,4,3,6,1.415,1
46,44984.97,27837.0,13,1,19,0.619,1
57,65714.83,10855.43,17,0,20,0.165,0
44,77086.6,13682.72,3,4,28,0.177,0
39,45104.4,22742.08,0,3,14,0.504,1
45,59833.38,30420.23,6,1,18,0.508,1
41,10000.0,20087.67,19,4,1,2.009,1
32,41341.43,8710.11,12,2,11,0.211,0
61,40872.75,16585.38,3,0,7,0.406,1
53,79823.37,22681.55,12,3,29,0.284,0
24,57858.67,8499.45,3,0,22,0.147,0
62,59885.11,6372.96,2,3,22,0.106,0
27,58846.57,12240.14,7,3,7,0.208,0
42,50908.85,20277.07,19,3,12,0.398,0
53,80647.31,4046.29,7,0,0,0.05,0
37,10000.0,9455.37,24,2,27,0.946,1
44,52924.21,17189.28,16,1,23,0.325,0
54,72596.06,23724.15,14,1,9,0.327,0
48,12172.13,17321.69,3,2,27,1.423,1
63,66758.36,17997.48,5,2,29,0.27,0
61,34776.74,23039.37,23,3,29,0.662,0
59,52196.32,27778.06,21,3,20,0.532,1
42,34392.81,26884.1,5,1,23,0.782,1
37,69183.03,1000.0,9,3,8,0.014,0
54,44232.76,15784.46,3,3,28,0.357,0
26,66915.94,22300.13,8,2,1,0.333,1
26,58706.6,28598.29,15,0,18,0.487,1
54,34124.15,20127.89,6,4,21,0.59,1
21,60037.18,8126.51,13,4,24,0.135,0
30,36728.62,9183.9,5,3,13,0.25,0
41,51282.56,9407.75,0,3,9,0.183,0
25,43868.11,17460.15,17,4,9,0.398,0
22,67998.24,11161.42,11,2,7,0.164,0
42,60806.45,1000.0,21,4,13,0.016,0
22,49385.57,5573.69,14,4,12,0.113,0
30,36285.76,11446.01,0,4,5,0.315,1
54,24620.17,4100.14,14,3,20,0.167,0
36,52713.13,5291.76,14,3,29,0.1,0
59,37354.18,31407.77,15,4,12,0.841,1
42,12440.08,14931.02,20,3,2,1.2,1
32,23399.43,11911.08,0,4,27,0.509,1
44,82517.51,20338.75,2,2,19,0.246,0
60,36800.47,24168.56,11,3,28,0.657,1
58,71643.26,32924.93,6,0,12,0.46,1
30,42867.01,28642.98,4,3,22,0.668,1
55,74791.55,18478.47,0,2,22,0.247,0
52,73343.28,2737.54,0,2,18,0.037,0
27,33486.09,6980.14,14,3,15,0.208,0
41,10240.49,11785.13,7,1,3,1.151,1
40,11933.59,19052.51,10,4,2,1.597,1
46,33826.77,15754.53,13,4,14,0.466,1
24,87792.69,3215.79,24,2,14,0.037,0
42,41788.76,1785.99,22,3,17,0.043,0
35,52904.88,17072.06,12,1,21,0.323,0
60,76066.74,15960.32,18,0,6,0.21,0
41,52206.43,13320.99,11,4,19,0.255,0
35,51517.82,18863.41,21,1,4,0.366,0
42,62453.26,24974.5,18,4,7,0.4,1
48,55779.4,17480.55,3,3,24,0.313,0
34,48010.66,7466.8,3,4,22,0.156,0
47,35571.01,30321.76,2,0,9,0.852,1
61,51569.78,13589.53,5,3,29,0.264,0
60,71888.0,15399.98,4,2,0,0.214,0
48,85640.09,9770.74,10,1,10,0.114,0
46,55845.53,6404.69,24,4,29,0.115,0
22,65103.22,7056.05,8,3,2,0.108,0
45,55394.61,5297.65,2,3,26,0.096,0
23,48253.41,1000.0,8,4,20,0.021,0
28,60285.14,13749.92,11,2,2,0.228,0
64,73786.66,23818.79,2,4,14,0.323,0
53,32272.76,7125.5,19,2,16,0.221,0
62,20972.07,35475.9,16,4,17,1.692,1
55,39339.84,26091.02,20,3,7,0.663,1
26,54233.24,14854.21,11,0,22,0.274,0
59,67397.43,6111.35,24,0,12,0.091,0
43,30209.84,2223.22,17,3,9,0.074,0
45,10000.0,14090.53,3,0,2,1.409,1
63,39811.03,15544.97,9,2,19,0.39,0
39,46121.72,13364.9,17,3,13,0.29,0
25,26754.53,23554.58,7,2,12,0.88,1
31,34878.18,26976.66,8,3,2,0.773,1
32,67345.67,18781.39,18,2,12,0.279,0
30,51562.4,19211.73,12,2,19,0.373,0
28,56912.44,12475.56,24,0,23,0.219,0
44,42886.36,14960.66,5,3,24,0.349,0
48,34917.79,18293.07,21,4,22,0.524,0
61,42742.04,12466.09,6,0,8,0.292,0
56,59977.6,20286.78,20,2,29,0.338,0
57,20173.6,6550.59,5,2,24,0.325,0
41,83003.41,9142.38,10,4,15,0.11,0
28,61497.17,6624.7,16,4,22,0.108,0
29,39282.4,9651.02,18,2,22,0.246,0
35,66268.14,12701.73,24,4,7,0.192,0
60,74446.98,23232.73,11,1,11,0.312,0
38,43393.24,15331.46,20,0,25,0.353,0
62,45668.3,4725.54,20,3,27,0.103,0
40,79869.48,3784.32,23,4,11,0.047,0
26,92379.5,11672.02,12,4,18,0.126,0
32,50588.71,21675.21,17,1,23,0.428,0
22,26835.71,26223.82,6,3,16,0.977,1
27,40587.96,2273.88,24,1,28,0.056,0
36,70660.31,17978.82,22,3,14,0.254,0
23,29395.69,11785.02,4,0,21,0.401,0
23,45834.34,12406.23,15,4,17,0.271,0
47,55851.7,6486.06,21,0,6,0.116,0
63,31545.71,13239.49,3,3,12,0.42,1
60,71928.69,6126.56,22,4,18,0.085,0
58,63879.35,12873.19,0,1,15,0.202,0
53,90190.92,24186.06,3,2,10,0.268,0
48,65629.22,20049.9,2,1,25,0.306,0
21,30782.21,30310.01,3,2,4,0.985,1
28,60607.38,19210.86,0,1,25,0.317,0
57,69760.43,16396.14,11,3,1,0.235,0
52,70789.58,19423.16,12,0,0,0.274,0
63,34463.16,8793.61,1,2,15,0.255,0
57,32073.25,1000.0,8,3,4,0.031,0
24,27207.26,21369.37,6,0,24,0.785,1
50,82094.64,1000.0,12,0,24,0.012,0
26,62457.58,23972.81,21,4,6,0.384,1
39,33575.63,21006.51,1,4,29,0.626,1
52,52543.78,8203.83,0,4,8,0.156,1
29,47526.25,11511.28,17,2,3,0.242,0
32,30548.37,14907.69,6,2,18,0.488,1
31,50723.68,7622.63,17,0,26,0.15,0
36,53813.91,19324.16,18,2,19,0.359,0
21,88625.06,20029.36,7,0,14,0.226,0
41,36886.25,3456.31,22,3,6,0.094,0
50,15812.01,8415.13,11,1,23,0.532,0
